Groupe n°,bounding_box
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
613.0,"POLYGON ((52.6186 24.176, 52.7375 24.176, 52.7375 24.263, 52.6186 24.263, 52.6186 24.176))"
Port isolé,POLYGON EMPTY
614.0,"POLYGON ((55.4579 25.4233, 55.4786 25.4233, 55.4786 25.4782, 55.4579 25.4782, 55.4579 25.4233))"
Port isolé,POLYGON EMPTY
615.0,"POLYGON ((54.36 24.531, 54.389 24.531, 54.389 24.5395, 54.36 24.5395, 54.36 24.531))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
613.0,"POLYGON ((52.6186 24.176, 52.7375 24.176, 52.7375 24.263, 52.6186 24.263, 52.6186 24.176))"
Port isolé,POLYGON EMPTY
614.0,"POLYGON ((55.4579 25.4233, 55.4786 25.4233, 55.4786 25.4782, 55.4579 25.4782, 55.4579 25.4233))"
Port isolé,POLYGON EMPTY
613.0,"POLYGON ((52.6186 24.176, 52.7375 24.176, 52.7375 24.263, 52.6186 24.263, 52.6186 24.176))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
615.0,"POLYGON ((54.36 24.531, 54.389 24.531, 54.389 24.5395, 54.36 24.5395, 54.36 24.531))"
Port isolé,POLYGON EMPTY
616.0,"POLYGON ((-3.5676 50.3429, -3.5171 50.3429, -3.5171 50.4557, -3.5676 50.4557, -3.5676 50.3429))"
Port isolé,POLYGON EMPTY
617.0,"POLYGON ((-4.2667 53.15, -4.1125 53.15, -4.1125 53.2396, -4.2667 53.2396, -4.2667 53.15))"
618.0,"POLYGON ((-6.1093 57.3154, -6.0846 57.3154, -6.0846 57.3478, -6.1093 57.3478, -6.1093 57.3154))"
Port isolé,POLYGON EMPTY
619.0,"POLYGON ((-1.7746 57.474, -1.7695 57.474, -1.7695 57.4942, -1.7746 57.4942, -1.7746 57.474))"
620.0,"POLYGON ((-1.9475 50.6109, -1.8737 50.6109, -1.8737 50.7118, -1.9475 50.7118, -1.9475 50.6109))"
621.0,"POLYGON ((-3.9206 51.576, -3.8096 51.576, -3.8096 51.6291, -3.9206 51.6291, -3.9206 51.576))"
622.0,"POLYGON ((-1.5623 60.2209, -1.5403 60.2209, -1.5403 60.2968, -1.5623 60.2968, -1.5623 60.2209))"
Port isolé,POLYGON EMPTY
623.0,"POLYGON ((0.8549 51.7343, 0.8972 51.7343, 0.8972 51.777, 0.8549 51.777, 0.8549 51.7343))"
624.0,"POLYGON ((-6.34 49.8975, -6.3147 49.8975, -6.3147 49.9577, -6.34 49.9577, -6.34 49.8975))"
620.0,"POLYGON ((-1.9475 50.6109, -1.8737 50.6109, -1.8737 50.7118, -1.9475 50.7118, -1.9475 50.6109))"
625.0,"POLYGON ((0.33 51.4457, 0.5524 51.4457, 0.5524 51.5077, 0.33 51.5077, 0.33 51.4457))"
626.0,"POLYGON ((-5.5418 50.0825, -5.5268 50.0825, -5.5268 50.1168, -5.5418 50.1168, -5.5418 50.0825))"
627.0,"POLYGON ((-5.6495 56.2166, -5.605 56.2166, -5.605 56.2924, -5.6495 56.2924, -5.6495 56.2166))"
Port isolé,POLYGON EMPTY
628.0,"POLYGON ((-3.3093 55.9857, -3.0922 55.9857, -3.0922 56.1389, -3.3093 56.1389, -3.3093 55.9857))"
629.0,"POLYGON ((-1.5285 54.9853, -1.452 54.9853, -1.452 54.9983, -1.5285 54.9983, -1.5285 54.9853))"
630.0,"POLYGON ((-2.9717 59.2486, -2.8536 59.2486, -2.8536 59.326, -2.9717 59.326, -2.9717 59.2486))"
631.0,"POLYGON ((-1.1732 60.3517, -1.128 60.3517, -1.128 60.3747, -1.1732 60.3747, -1.1732 60.3517))"
632.0,"POLYGON ((-4.3987 55.8744, -4.3537 55.8744, -4.3537 55.8928, -4.3987 55.8928, -4.3987 55.8744))"
633.0,"POLYGON ((-2.9689 55.9705, -2.9558 55.9705, -2.9558 55.9738, -2.9689 55.9738, -2.9689 55.9705))"
634.0,"POLYGON ((1.2194 51.8397, 1.3062 51.8397, 1.3062 51.9514, 1.2194 51.9514, 1.2194 51.8397))"
Port isolé,POLYGON EMPTY
635.0,"POLYGON ((-6.6733 55.1358, -6.6587 55.1358, -6.6587 55.2047, -6.6733 55.2047, -6.6733 55.1358))"
636.0,"POLYGON ((-2.5801 57.67, -2.5007 57.67, -2.5007 57.6803, -2.5801 57.6803, -2.5801 57.67))"
Port isolé,POLYGON EMPTY
637.0,"POLYGON ((-3.3096 58.9163, -3.2635 58.9163, -3.2635 58.9612, -3.3096 58.9612, -3.3096 58.9163))"
Port isolé,POLYGON EMPTY
638.0,"POLYGON ((-1.3485 60.5385, -1.3262 60.5385, -1.3262 60.5826, -1.3485 60.5826, -1.3485 60.5385))"
639.0,"POLYGON ((-1.0631 60.6018, -0.9682 60.6018, -0.9682 60.6986, -1.0631 60.6986, -1.0631 60.6018))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
640.0,"POLYGON ((-0.9494 50.7877, -0.8297 50.7877, -0.8297 50.8065, -0.9494 50.8065, -0.9494 50.7877))"
626.0,"POLYGON ((-5.5418 50.0825, -5.5268 50.0825, -5.5268 50.1168, -5.5418 50.1168, -5.5418 50.0825))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
641.0,"POLYGON ((-4.8824 55.7472, -4.861 55.7472, -4.861 55.796, -4.8824 55.796, -4.8824 55.7472))"
629.0,"POLYGON ((-1.5285 54.9853, -1.452 54.9853, -1.452 54.9983, -1.5285 54.9983, -1.5285 54.9853))"
Port isolé,POLYGON EMPTY
642.0,"POLYGON ((-2.34 57.6733, -2.2593 57.6733, -2.2593 57.6802, -2.34 57.6802, -2.34 57.6733))"
643.0,"POLYGON ((-7.1914 57.6919, -7.1797 57.6919, -7.1797 57.7006, -7.1914 57.7006, -7.1914 57.6919))"
628.0,"POLYGON ((-3.3093 55.9857, -3.0922 55.9857, -3.0922 56.1389, -3.3093 56.1389, -3.3093 55.9857))"
Port isolé,POLYGON EMPTY
645.0,"POLYGON ((-5.0799 50.155, -4.9711 50.155, -4.9711 50.2482, -5.0799 50.2482, -5.0799 50.155))"
Port isolé,POLYGON EMPTY
646.0,"POLYGON ((-1.6494 55.4737, -1.5913 55.4737, -1.5913 55.585, -1.6494 55.585, -1.6494 55.4737))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
626.0,"POLYGON ((-5.5418 50.0825, -5.5268 50.0825, -5.5268 50.1168, -5.5418 50.1168, -5.5418 50.0825))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
647.0,"POLYGON ((-2.4424 50.5762, -2.4397 50.5762, -2.4397 50.6101, -2.4424 50.6101, -2.4424 50.5762))"
648.0,"POLYGON ((-3.0171 53.2876, -2.8651 53.2876, -2.8651 53.4434, -3.0171 53.4434, -3.0171 53.2876))"
625.0,"POLYGON ((0.33 51.4457, 0.5524 51.4457, 0.5524 51.5077, 0.33 51.5077, 0.33 51.4457))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
650.0,"POLYGON ((-5.0927 50.0237, -5.0611 50.0237, -5.0611 50.0568, -5.0927 50.0568, -5.0927 50.0237))"
651.0,"POLYGON ((-1.3903 50.7656, -1.2916 50.7656, -1.2916 50.8776, -1.3903 50.8776, -1.3903 50.7656))"
652.0,"POLYGON ((-5.0412 54.9095, -5.0271 54.9095, -5.0271 54.9838, -5.0412 54.9838, -5.0412 54.9095))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
653.0,"POLYGON ((-5.5319 56.4137, -5.4372 56.4137, -5.4372 56.5676, -5.5319 56.5676, -5.5319 56.4137))"
654.0,"POLYGON ((-4.1972 50.3619, -4.1422 50.3619, -4.1422 50.3776, -4.1972 50.3776, -4.1972 50.3619))"
Port isolé,POLYGON EMPTY
655.0,"POLYGON ((-2.7264 56.2108, -2.6275 56.2108, -2.6275 56.256, -2.7264 56.256, -2.7264 56.2108))"
Port isolé,POLYGON EMPTY
656.0,"POLYGON ((-5.8912 57.0089, -5.8248 57.0089, -5.8248 57.0675, -5.8912 57.0675, -5.8912 57.0089))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
657.0,"POLYGON ((-4.9437 55.896, -4.8796 55.896, -4.8796 55.9835, -4.9437 55.9835, -4.9437 55.896))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
646.0,"POLYGON ((-1.6494 55.4737, -1.5913 55.4737, -1.5913 55.585, -1.6494 55.585, -1.6494 55.4737))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
658.0,"POLYGON ((-4.043 57.6826, -4.0323 57.6826, -4.0323 57.6918, -4.043 57.6918, -4.043 57.6826))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
619.0,"POLYGON ((-1.7746 57.474, -1.7695 57.474, -1.7695 57.4942, -1.7746 57.4942, -1.7746 57.474))"
628.0,"POLYGON ((-3.3093 55.9857, -3.0922 55.9857, -3.0922 56.1389, -3.3093 56.1389, -3.3093 55.9857))"
659.0,"POLYGON ((-4.2025 51.0203, -4.1758 51.0203, -4.1758 51.0704, -4.2025 51.0704, -4.2025 51.0203))"
660.0,"POLYGON ((-3.1572 58.6416, -3.1186 58.6416, -3.1186 58.6694, -3.1572 58.6694, -3.1572 58.6416))"
661.0,"POLYGON ((0.6915 51.5782, 0.8158 51.5782, 0.8158 51.7281, 0.6915 51.7281, 0.6915 51.5782))"
662.0,"POLYGON ((-2.5058 51.7098, -2.4841 51.7098, -2.4841 51.7182, -2.5058 51.7182, -2.5058 51.7098))"
663.0,"POLYGON ((-1.3505 54.8382, -1.3195 54.8382, -1.3195 54.9185, -1.3505 54.9185, -1.3505 54.8382))"
Port isolé,POLYGON EMPTY
664.0,"POLYGON ((-1.2877 60.4518, -1.1586 60.4518, -1.1586 60.4952, -1.2877 60.4952, -1.2877 60.4518))"
Port isolé,POLYGON EMPTY
665.0,"POLYGON ((-3.8336 53.2922, -3.8233 53.2922, -3.8233 53.3323, -3.8336 53.3323, -3.8336 53.2922))"
617.0,"POLYGON ((-4.2667 53.15, -4.1125 53.15, -4.1125 53.2396, -4.2667 53.2396, -4.2667 53.15))"
655.0,"POLYGON ((-2.7264 56.2108, -2.6275 56.2108, -2.6275 56.256, -2.7264 56.256, -2.7264 56.2108))"
636.0,"POLYGON ((-2.5801 57.67, -2.5007 57.67, -2.5007 57.6803, -2.5801 57.6803, -2.5801 57.67))"
666.0,"POLYGON ((-2.9343 50.7213, -2.9 50.7213, -2.9 50.7333, -2.9343 50.7333, -2.9343 50.7213))"
667.0,"POLYGON ((-5.3169 50.0143, -5.2607 50.0143, -5.2607 50.0826, -5.3169 50.0826, -5.3169 50.0143))"
668.0,"POLYGON ((-1.5635 50.7081, -1.5034 50.7081, -1.5034 50.7522, -1.5635 50.7522, -1.5635 50.7081))"
Port isolé,POLYGON EMPTY
645.0,"POLYGON ((-5.0799 50.155, -4.9711 50.155, -4.9711 50.2482, -5.0799 50.2482, -5.0799 50.155))"
653.0,"POLYGON ((-5.5319 56.4137, -5.4372 56.4137, -5.4372 56.5676, -5.5319 56.5676, -5.5319 56.4137))"
658.0,"POLYGON ((-4.043 57.6826, -4.0323 57.6826, -4.0323 57.6918, -4.043 57.6918, -4.043 57.6826))"
643.0,"POLYGON ((-7.1914 57.6919, -7.1797 57.6919, -7.1797 57.7006, -7.1914 57.7006, -7.1914 57.6919))"
Port isolé,POLYGON EMPTY
628.0,"POLYGON ((-3.3093 55.9857, -3.0922 55.9857, -3.0922 56.1389, -3.3093 56.1389, -3.3093 55.9857))"
669.0,"POLYGON ((-5.1297 56.8204, -5.1121 56.8204, -5.1121 56.8418, -5.1297 56.8418, -5.1297 56.8204))"
645.0,"POLYGON ((-5.0799 50.155, -4.9711 50.155, -4.9711 50.2482, -5.0799 50.2482, -5.0799 50.155))"
670.0,"POLYGON ((-3.2021 58.8012, -3.1286 58.8012, -3.1286 58.9159, -3.2021 58.9159, -3.2021 58.8012))"
623.0,"POLYGON ((0.8549 51.7343, 0.8972 51.7343, 0.8972 51.777, 0.8549 51.777, 0.8549 51.7343))"
622.0,"POLYGON ((-1.5623 60.2209, -1.5403 60.2209, -1.5403 60.2968, -1.5623 60.2968, -1.5623 60.2209))"
671.0,"POLYGON ((-1.2035 50.5924, -1.1 50.5924, -1.1 50.8, -1.2035 50.8, -1.2035 50.5924))"
Port isolé,POLYGON EMPTY
637.0,"POLYGON ((-3.3096 58.9163, -3.2635 58.9163, -3.2635 58.9612, -3.3096 58.9612, -3.3096 58.9163))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
638.0,"POLYGON ((-1.3485 60.5385, -1.3262 60.5385, -1.3262 60.5826, -1.3485 60.5826, -1.3485 60.5385))"
Port isolé,POLYGON EMPTY
623.0,"POLYGON ((0.8549 51.7343, 0.8972 51.7343, 0.8972 51.777, 0.8549 51.777, 0.8549 51.7343))"
Port isolé,POLYGON EMPTY
672.0,"POLYGON ((-5.8105 56.5159, -5.7724 56.5159, -5.7724 56.5412, -5.8105 56.5412, -5.8105 56.5159))"
617.0,"POLYGON ((-4.2667 53.15, -4.1125 53.15, -4.1125 53.2396, -4.2667 53.2396, -4.2667 53.15))"
659.0,"POLYGON ((-4.2025 51.0203, -4.1758 51.0203, -4.1758 51.0704, -4.2025 51.0704, -4.2025 51.0203))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
652.0,"POLYGON ((-5.0412 54.9095, -5.0271 54.9095, -5.0271 54.9838, -5.0412 54.9838, -5.0412 54.9095))"
673.0,"POLYGON ((-5.0731 55.8402, -5.0509 55.8402, -5.0509 55.8955, -5.0731 55.8955, -5.0731 55.8402))"
652.0,"POLYGON ((-5.0412 54.9095, -5.0271 54.9095, -5.0271 54.9838, -5.0412 54.9838, -5.0412 54.9095))"
665.0,"POLYGON ((-3.8336 53.2922, -3.8233 53.2922, -3.8233 53.3323, -3.8336 53.3323, -3.8336 53.2922))"
Port isolé,POLYGON EMPTY
625.0,"POLYGON ((0.33 51.4457, 0.5524 51.4457, 0.5524 51.5077, 0.33 51.5077, 0.33 51.4457))"
629.0,"POLYGON ((-1.5285 54.9853, -1.452 54.9853, -1.452 54.9983, -1.5285 54.9983, -1.5285 54.9853))"
Port isolé,POLYGON EMPTY
648.0,"POLYGON ((-3.0171 53.2876, -2.8651 53.2876, -2.8651 53.4434, -3.0171 53.4434, -3.0171 53.2876))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
674.0,"POLYGON ((0.686 51.3854, 0.7598 51.3854, 0.7598 51.4427, 0.686 51.4427, 0.686 51.3854))"
625.0,"POLYGON ((0.33 51.4457, 0.5524 51.4457, 0.5524 51.5077, 0.33 51.5077, 0.33 51.4457))"
Port isolé,POLYGON EMPTY
675.0,"POLYGON ((-4.5145 50.3302, -4.4496 50.3302, -4.4496 50.3512, -4.5145 50.3512, -4.5145 50.3302))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
630.0,"POLYGON ((-2.9717 59.2486, -2.8536 59.2486, -2.8536 59.326, -2.9717 59.326, -2.9717 59.2486))"
676.0,"POLYGON ((-2.765 51.4858, -2.7029 51.4858, -2.7029 51.5039, -2.765 51.5039, -2.765 51.4858))"
Port isolé,POLYGON EMPTY
677.0,"POLYGON ((-7.2989 57.0672, -7.2959 57.0672, -7.2959 57.1515, -7.2989 57.1515, -7.2989 57.0672))"
Port isolé,POLYGON EMPTY
670.0,"POLYGON ((-3.2021 58.8012, -3.1286 58.8012, -3.1286 58.9159, -3.2021 58.9159, -3.2021 58.8012))"
Port isolé,POLYGON EMPTY
678.0,"POLYGON ((-3.4997 57.7001, -3.4399 57.7001, -3.4399 57.7135, -3.4997 57.7135, -3.4997 57.7001))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
664.0,"POLYGON ((-1.2877 60.4518, -1.1586 60.4518, -1.1586 60.4952, -1.2877 60.4952, -1.2877 60.4518))"
679.0,"POLYGON ((-2.9611 57.6816, -2.8641 57.6816, -2.8641 57.7052, -2.9611 57.7052, -2.9611 57.6816))"
661.0,"POLYGON ((0.6915 51.5782, 0.8158 51.5782, 0.8158 51.7281, 0.6915 51.7281, 0.6915 51.5782))"
680.0,"POLYGON ((-2.1292 55.8426, -2.0689 55.8426, -2.0689 55.8997, -2.1292 55.8997, -2.1292 55.8426))"
627.0,"POLYGON ((-5.6495 56.2166, -5.605 56.2166, -5.605 56.2924, -5.6495 56.2924, -5.6495 56.2166))"
Port isolé,POLYGON EMPTY
628.0,"POLYGON ((-3.3093 55.9857, -3.0922 55.9857, -3.0922 56.1389, -3.3093 56.1389, -3.3093 55.9857))"
661.0,"POLYGON ((0.6915 51.5782, 0.8158 51.5782, 0.8158 51.7281, 0.6915 51.7281, 0.6915 51.5782))"
673.0,"POLYGON ((-5.0731 55.8402, -5.0509 55.8402, -5.0509 55.8955, -5.0731 55.8955, -5.0731 55.8402))"
681.0,"POLYGON ((-2.9567 58.8344, -2.9034 58.8344, -2.9034 58.8931, -2.9567 58.8931, -2.9567 58.8344))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
648.0,"POLYGON ((-3.0171 53.2876, -2.8651 53.2876, -2.8651 53.4434, -3.0171 53.4434, -3.0171 53.2876))"
271.0,"POLYGON ((-6.9864 55.1919, -6.9678 55.1919, -6.9678 55.2003, -6.9864 55.2003, -6.9864 55.1919))"
659.0,"POLYGON ((-4.2025 51.0203, -4.1758 51.0203, -4.1758 51.0704, -4.2025 51.0704, -4.2025 51.0203))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
682.0,"POLYGON ((-3.0407 59.0902, -2.9456 59.0902, -2.9456 59.1523, -3.0407 59.1523, -3.0407 59.0902))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
655.0,"POLYGON ((-2.7264 56.2108, -2.6275 56.2108, -2.6275 56.256, -2.7264 56.256, -2.7264 56.2108))"
625.0,"POLYGON ((0.33 51.4457, 0.5524 51.4457, 0.5524 51.5077, 0.33 51.5077, 0.33 51.4457))"
628.0,"POLYGON ((-3.3093 55.9857, -3.0922 55.9857, -3.0922 56.1389, -3.3093 56.1389, -3.3093 55.9857))"
677.0,"POLYGON ((-7.2989 57.0672, -7.2959 57.0672, -7.2959 57.1515, -7.2989 57.1515, -7.2989 57.0672))"
636.0,"POLYGON ((-2.5801 57.67, -2.5007 57.67, -2.5007 57.6803, -2.5801 57.6803, -2.5801 57.67))"
655.0,"POLYGON ((-2.7264 56.2108, -2.6275 56.2108, -2.6275 56.256, -2.7264 56.256, -2.7264 56.2108))"
Port isolé,POLYGON EMPTY
683.0,"POLYGON ((-4.7817 50.27, -4.6324 50.27, -4.6324 50.3433, -4.7817 50.3433, -4.7817 50.27))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
656.0,"POLYGON ((-5.8912 57.0089, -5.8248 57.0089, -5.8248 57.0675, -5.8912 57.0675, -5.8912 57.0089))"
Port isolé,POLYGON EMPTY
668.0,"POLYGON ((-1.5635 50.7081, -1.5034 50.7081, -1.5034 50.7522, -1.5635 50.7522, -1.5635 50.7081))"
Port isolé,POLYGON EMPTY
616.0,"POLYGON ((-3.5676 50.3429, -3.5171 50.3429, -3.5171 50.4557, -3.5676 50.4557, -3.5676 50.3429))"
684.0,"POLYGON ((-2.749 59.1576, -2.7004 59.1576, -2.7004 59.1898, -2.749 59.1898, -2.749 59.1576))"
644.0,"POLYGON ((-3.4113 55.9939, -3.3602 55.9939, -3.3602 56.023, -3.4113 56.023, -3.4113 55.9939))"
685.0,"POLYGON ((-3.4248 58.2441, -3.3796 58.2441, -3.3796 58.2692, -3.4248 58.2692, -3.4248 58.2441))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
621.0,"POLYGON ((-3.9206 51.576, -3.8096 51.576, -3.8096 51.6291, -3.9206 51.6291, -3.9206 51.576))"
683.0,"POLYGON ((-4.7817 50.27, -4.6324 50.27, -4.6324 50.3433, -4.7817 50.3433, -4.7817 50.27))"
686.0,"POLYGON ((-3.5397 56.0186, -3.45 56.0186, -3.45 56.0366, -3.5397 56.0366, -3.5397 56.0186))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
666.0,"POLYGON ((-2.9343 50.7213, -2.9 50.7213, -2.9 50.7333, -2.9343 50.7333, -2.9343 50.7213))"
687.0,"POLYGON ((0.518 51.386, 0.5602 51.386, 0.5602 51.4006, 0.518 51.4006, 0.518 51.386))"
688.0,"POLYGON ((-4.8251 55.6291, -4.7916 55.6291, -4.7916 55.6435, -4.8251 55.6435, -4.8251 55.6291))"
689.0,"POLYGON ((-5.5407 54.4914, -5.4799 54.4914, -5.4799 54.5456, -5.5407 54.5456, -5.5407 54.4914))"
Port isolé,POLYGON EMPTY
631.0,"POLYGON ((-1.1732 60.3517, -1.128 60.3517, -1.128 60.3747, -1.1732 60.3747, -1.1732 60.3517))"
616.0,"POLYGON ((-3.5676 50.3429, -3.5171 50.3429, -3.5171 50.4557, -3.5676 50.4557, -3.5676 50.3429))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
648.0,"POLYGON ((-3.0171 53.2876, -2.8651 53.2876, -2.8651 53.4434, -3.0171 53.4434, -3.0171 53.2876))"
664.0,"POLYGON ((-1.2877 60.4518, -1.1586 60.4518, -1.1586 60.4952, -1.2877 60.4952, -1.2877 60.4518))"
686.0,"POLYGON ((-3.5397 56.0186, -3.45 56.0186, -3.45 56.0366, -3.5397 56.0366, -3.5397 56.0186))"
690.0,"POLYGON ((-1.2255 54.5842, -1.168 54.5842, -1.168 54.6901, -1.2255 54.6901, -1.2255 54.5842))"
Port isolé,POLYGON EMPTY
683.0,"POLYGON ((-4.7817 50.27, -4.6324 50.27, -4.6324 50.3433, -4.7817 50.3433, -4.7817 50.27))"
690.0,"POLYGON ((-1.2255 54.5842, -1.168 54.5842, -1.168 54.6901, -1.2255 54.6901, -1.2255 54.5842))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
691.0,"POLYGON ((-0.4303 53.7019, -0.368 53.7019, -0.368 53.7157, -0.4303 53.7157, -0.4303 53.7019))"
Port isolé,POLYGON EMPTY
692.0,"POLYGON ((-2.9392 56.4523, -2.88 56.4523, -2.88 56.4623, -2.9392 56.4623, -2.9392 56.4523))"
272.0,"POLYGON ((-6.2576 54.0348, -6.1343 54.0348, -6.1343 54.0981, -6.2576 54.0981, -6.2576 54.0348))"
661.0,"POLYGON ((0.6915 51.5782, 0.8158 51.5782, 0.8158 51.7281, 0.6915 51.7281, 0.6915 51.5782))"
Port isolé,POLYGON EMPTY
693.0,"POLYGON ((-3.4634 50.6161, -3.4247 50.6161, -3.4247 50.6774, -3.4634 50.6774, -3.4634 50.6161))"
639.0,"POLYGON ((-1.0631 60.6018, -0.9682 60.6018, -0.9682 60.6986, -1.0631 60.6986, -1.0631 60.6018))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
694.0,"POLYGON ((-5.4004 55.8671, -5.3158 55.8671, -5.3158 55.8694, -5.4004 55.8694, -5.4004 55.8671))"
634.0,"POLYGON ((1.2194 51.8397, 1.3062 51.8397, 1.3062 51.9514, 1.2194 51.9514, 1.2194 51.8397))"
654.0,"POLYGON ((-4.1972 50.3619, -4.1422 50.3619, -4.1422 50.3776, -4.1972 50.3776, -4.1972 50.3619))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
691.0,"POLYGON ((-0.4303 53.7019, -0.368 53.7019, -0.368 53.7157, -0.4303 53.7157, -0.4303 53.7019))"
Port isolé,POLYGON EMPTY
686.0,"POLYGON ((-3.5397 56.0186, -3.45 56.0186, -3.45 56.0366, -3.5397 56.0366, -3.5397 56.0186))"
685.0,"POLYGON ((-3.4248 58.2441, -3.3796 58.2441, -3.3796 58.2692, -3.4248 58.2692, -3.4248 58.2441))"
688.0,"POLYGON ((-4.8251 55.6291, -4.7916 55.6291, -4.7916 55.6435, -4.8251 55.6435, -4.8251 55.6291))"
671.0,"POLYGON ((-1.2035 50.5924, -1.1 50.5924, -1.1 50.8, -1.2035 50.8, -1.2035 50.5924))"
Port isolé,POLYGON EMPTY
660.0,"POLYGON ((-3.1572 58.6416, -3.1186 58.6416, -3.1186 58.6694, -3.1572 58.6694, -3.1572 58.6416))"
695.0,"POLYGON ((-0.2833 53.6419, -0.1793 53.6419, -0.1793 53.75, -0.2833 53.75, -0.2833 53.6419))"
696.0,"POLYGON ((-4.3643 54.6993, -4.3604 54.6993, -4.3604 54.7872, -4.3643 54.7872, -4.3643 54.6993))"
692.0,"POLYGON ((-2.9392 56.4523, -2.88 56.4523, -2.88 56.4623, -2.9392 56.4623, -2.9392 56.4523))"
Port isolé,POLYGON EMPTY
695.0,"POLYGON ((-0.2833 53.6419, -0.1793 53.6419, -0.1793 53.75, -0.2833 53.75, -0.2833 53.6419))"
628.0,"POLYGON ((-3.3093 55.9857, -3.0922 55.9857, -3.0922 56.1389, -3.3093 56.1389, -3.3093 55.9857))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
657.0,"POLYGON ((-4.9437 55.896, -4.8796 55.896, -4.8796 55.9835, -4.9437 55.9835, -4.9437 55.896))"
Port isolé,POLYGON EMPTY
653.0,"POLYGON ((-5.5319 56.4137, -5.4372 56.4137, -5.4372 56.5676, -5.5319 56.5676, -5.5319 56.4137))"
679.0,"POLYGON ((-2.9611 57.6816, -2.8641 57.6816, -2.8641 57.7052, -2.9611 57.7052, -2.9611 57.6816))"
674.0,"POLYGON ((0.686 51.3854, 0.7598 51.3854, 0.7598 51.4427, 0.686 51.4427, 0.686 51.3854))"
697.0,"POLYGON ((-2.324 53.4694, -2.2919 53.4694, -2.2919 53.4805, -2.324 53.4805, -2.324 53.4694))"
676.0,"POLYGON ((-2.765 51.4858, -2.7029 51.4858, -2.7029 51.5039, -2.765 51.5039, -2.765 51.4858))"
698.0,"POLYGON ((-3.7023 56.0303, -3.6938 56.0303, -3.6938 56.048, -3.7023 56.048, -3.7023 56.0303))"
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
Port isolé,POLYGON EMPTY
699.0,"POLYGON ((-0.7382 53.5876, -0.7032 53.5876, -0.7032 53.6187, -0.7382 53.6187, -0.7382 53.5876))"
